label.delta,label.k_dn,label.k_up,label.n_v,label.t_fill_min,signal.k_h,signal,n_events,fill_rate,n_filled,mean_ret_net,t_stat,win_rate,bt_n_trades,bt_total_return,bt_sharpe,trial_hash,daily_sr,n_days,skew,kurt
0.0,3.0,2.0,4,60,2.0,dip,23979,0.8955335918929063,21474,-0.0015513465733659007,-28.066945400631976,0.40514110086616373,6401,-0.9999028554649019,-3.270644274015612,01ce51bcb931,-0.17119334553024734,3327,-3.523376118221314,48.61214877045932
0.0,3.0,2.0,4,60,2.0,breakout,25239,0.9038789175482388,22813,-0.0019817722164785466,-38.27996038452862,0.3407267785911542,2898,-0.999962942922089,-3.9585967169869725,01ce51bcb931,-0.20720242215580634,3327,-4.977120282686826,58.49751455147239
0.0,3.0,2.0,4,60,3.0,dip,14106,0.8916064086204452,12577,-0.0015611487430044326,-20.79917256867548,0.4188598234873181,5803,-0.9997829131430618,-3.20749078339933,ed8907796804,-0.16788774075188348,3327,-5.230289601813811,84.29669172583444
0.0,3.0,2.0,4,60,3.0,breakout,14882,0.9093535815078618,13533,-0.0020276283272188823,-28.90063528519732,0.3457474322027636,3396,-0.9999416987516244,-4.155450439810537,ed8907796804,-0.21750621693348604,3327,-5.965422385587874,69.9862303367783
0.0,3.0,2.0,4,60,4.0,dip,9200,0.8972826086956521,8255,-0.001462650323788172,-15.5370007211806,0.43040581465778316,5640,-0.9996228044183436,-3.4251773818019884,f00b78f0d2a5,-0.17928197807500748,3327,-1.5543923415964578,35.84981001812053
0.0,3.0,2.0,4,60,4.0,breakout,9899,0.9067582584099404,8976,-0.0019848004157522942,-22.28765774469207,0.3540552584670232,3639,-0.9997813503294496,-4.0086292525183715,f00b78f0d2a5,-0.20982124475630423,3327,-4.550856935894692,72.11424753484361
0.0,3.0,2.0,8,15,1.0,dip,50976,0.8163449466415568,41614,-0.0013626962525806097,-30.803057094643343,0.4581871485557745,6269,-0.9999402525839503,-2.955975117127629,fee933e36982,-0.154722809088601,3327,-4.970405031971162,60.76269984957629
0.0,3.0,2.0,8,15,1.0,breakout,52920,0.8067838246409675,42695,-0.0017673635350285786,-41.03080383617627,0.42196978568919075,2446,-0.999962964271855,-3.6184847815603605,fee933e36982,-0.18940014981973166,3327,-5.286609952587483,44.055025257411216
0.0,3.0,2.0,8,15,2.0,dip,23979,0.8202593936360982,19669,-0.0012396605774793598,-18.640962307031554,0.47846865626112156,8030,-0.9997826974973436,-2.4882203293629805,f9411c501c9c,-0.1302394045063885,3327,-1.794768406081,44.44252697172735
0.0,3.0,2.0,8,15,2.0,breakout,25239,0.818217837473751,20651,-0.0017972396376565605,-28.422935046715597,0.42457992349038787,3877,-0.9999396136868841,-3.6541873684343686,f9411c501c9c,-0.19126890862655277,3327,-3.664538568610589,47.441102028067014
0.0,3.0,2.0,8,15,3.0,dip,14106,0.8214943995462923,11588,-0.0011967415614546938,-13.49422469644097,0.49162927166033826,7351,-0.9996566790948611,-2.6547177422880837,dc448a5600e1,-0.1389542774038265,3327,-3.1261773579377836,53.99736484761128
0.0,3.0,2.0,8,15,3.0,breakout,14882,0.825964252116651,12292,-0.0018398630175962766,-21.540486786903884,0.43044256426944355,3924,-0.99990238097497,-3.8781280401689395,dc448a5600e1,-0.20299049910923242,3327,-4.512764144701832,48.05740424958599
0.0,3.0,2.0,8,15,4.0,dip,9200,0.8376086956521739,7706,-0.0011676345357368749,-10.56890812561886,0.49987023098883987,6258,-0.9991632638889532,-2.7055858559279353,4ce1d97d46ab,-0.14161683616144008,3327,-0.84277280031929,39.94892290637484
0.0,3.0,2.0,8,15,4.0,breakout,9899,0.8229114051924437,8146,-0.0019183818154358571,-18.425934675663296,0.42290694819543334,3968,-0.9997770352127415,-3.80604253900419,4ce1d97d46ab,-0.19921737153107896,3327,-3.4440231824012084,58.95567704020185
0.0,3.0,2.0,8,60,1.0,dip,50976,0.8958137162586315,45665,-0.0014159155580648246,-33.49592269039375,0.45402386948428775,5825,-0.9999548764064515,-2.9375462954059826,38c9937cee64,-0.153758200473175,3327,-4.868086319698262,54.2062700098293
0.0,3.0,2.0,8,60,1.0,breakout,52920,0.898790627362056,47564,-0.0018034156861211662,-44.06126682082,0.41937179379362544,2134,-0.9999631884069043,-3.7349421593039156,38c9937cee64,-0.19549580756704185,3327,-5.819608393067172,49.26526464762968
0.0,3.0,2.0,8,60,2.0,dip,23979,0.8955335918929063,21474,-0.001286310201702741,-20.247042414213972,0.47503958275123404,7545,-0.9997823305351414,-2.496331278643431,f37b6167109b,-0.13066395099521885,3327,-2.687968216059992,49.592060019585226
0.0,3.0,2.0,8,60,2.0,breakout,25239,0.9038789175482388,22813,-0.0018971232651999032,-31.13158242167922,0.4214263796957875,2661,-0.9999631348033171,-3.81658791722947,f37b6167109b,-0.1997693418546663,3327,-4.6066163413572525,43.06542224113562
0.0,3.0,2.0,8,60,3.0,dip,14106,0.8916064086204452,12577,-0.001271025847522976,-14.943012739940016,0.4874771408125944,7045,-0.9997828462707193,-2.774021064962066,0b6e744db7dc,-0.14519889871703265,3327,-3.5425052069360268,51.66715729003547
0.0,3.0,2.0,8,60,3.0,breakout,14882,0.9093535815078618,13533,-0.0019474399115611228,-23.702000439914297,0.426143501071455,3081,-0.9999353561445432,-3.903393170571946,0b6e744db7dc,-0.2043129364752619,3327,-4.825684060123957,43.62024332715635
0.0,3.0,2.0,8,60,4.0,dip,9200,0.8972826086956521,8255,-0.0012107757206376902,-11.373945749534046,0.496305269533616,6182,-0.9991983575852468,-2.6641071769373137,18a3e8860047,-0.13944574287532693,3327,-0.6505531978677136,38.43563270808429
0.0,3.0,2.0,8,60,4.0,breakout,9899,0.9067582584099404,8976,-0.0020309105721492116,-20.03486699221539,0.42123440285204994,3386,-0.9998046820063888,-3.70841360811281,18a3e8860047,-0.19410723973453348,3327,-3.6898322082629145,58.92101817944834
0.0,3.0,2.0,16,15,1.0,dip,50976,0.8163449466415568,41614,-0.0012256359529836608,-24.941632435325683,0.5152352573653097,7421,-0.9999422305570589,-2.5366018590234467,559e329c0dc8,-0.1327718095099681,3327,-3.7578200236784136,48.10847413833909
0.0,3.0,2.0,16,15,1.0,breakout,52920,0.8067838246409675,42695,-0.0016261666972382889,-33.4514229134782,0.4930319709567865,2491,-0.9999631996571319,-3.5163400716348128,559e329c0dc8,-0.18405365134562468,3327,-4.914112594829164,37.493442905909475
0.0,3.0,2.0,16,15,2.0,dip,23979,0.8202593936360982,19669,-0.001078826246049377,-14.903927687476635,0.529106716152321,8170,-0.9997821607067585,-2.236426202363604,3b92246e468d,-0.11705989754246927,3327,-1.9916801296869742,45.23222466000784
0.0,3.0,2.0,16,15,2.0,breakout,25239,0.818217837473751,20651,-0.0016340698742451421,-23.180023041623294,0.4954723742191661,4158,-0.9999439631912765,-3.3335373462413216,3b92246e468d,-0.1744853193870604,3327,-4.077727072986984,57.94141089201724
0.0,3.0,2.0,16,15,3.0,dip,14106,0.8214943995462923,11588,-0.0010484534267138038,-11.008768265680816,0.5355540214014498,7844,-0.9994966454521873,-2.2736100608166523,18440d1bdef6,-0.11900618964732265,3327,-2.317053019466874,43.03068235407126
0.0,3.0,2.0,16,15,3.0,breakout,14882,0.825964252116651,12292,-0.0017249660795427748,-18.269584893775278,0.4984542792059876,3988,-0.9998934353100526,-3.544170792987054,18440d1bdef6,-0.18551037787949523,3327,-3.7493840245102943,38.19281912907799
0.0,3.0,2.0,16,15,4.0,dip,9200,0.8376086956521739,7706,-0.001031293253080414,-8.749462965566543,0.5408772385154426,6733,-0.9989408392103738,-2.3333308687157785,5a5da6eae8cd,-0.12213211960040439,3327,-0.7675372827155512,35.9868562435727
0.0,3.0,2.0,16,15,4.0,breakout,9899,0.8229114051924437,8146,-0.001765627476548297,-15.383979006947207,0.4943530567149521,4226,-0.9997769326825778,-3.5534991780291403,5a5da6eae8cd,-0.18599864786851128,3327,-2.4637898297270944,34.73194520432067
0.0,3.0,2.0,16,60,1.0,dip,50976,0.8958137162586315,45665,-0.0012639277584989095,-26.95359198910036,0.5126245483411803,7038,-0.9999467949717272,-2.5292252479964237,f578197d1398,-0.13238570004204941,3327,-4.000867573737691,43.418353093225065
0.0,3.0,2.0,16,60,1.0,breakout,52920,0.898790627362056,47564,-0.0016551952996963044,-35.89621144479281,0.4908964763266336,2331,-0.9999632269856172,-3.519147870188839,f578197d1398,-0.18420061823892384,3327,-5.005866264030759,40.12404587918846
0.0,3.0,2.0,16,60,2.0,dip,23979,0.8955335918929063,21474,-0.0011061439796053046,-15.986246467987154,0.5283133091180031,8211,-0.9997826256931197,-2.180998928821157,fe6a1780269a,-0.11415870144886243,3327,-2.4292169986849563,45.23439779374283
0.0,3.0,2.0,16,60,2.0,breakout,25239,0.9038789175482388,22813,-0.00173321785313272,-25.594110352209842,0.4913864901591198,3172,-0.9999626324278847,-3.693644635224233,fe6a1780269a,-0.19333419636233673,3327,-4.37514736969191,39.038536015071216
0.0,3.0,2.0,16,60,3.0,dip,14106,0.8916064086204452,12577,-0.0011047657464636441,-12.089252872565167,0.5335135564920093,7694,-0.999647365991315,-2.3332769535618665,908c25da5ea0,-0.12212929755226962,3327,-2.4856937749004593,39.51131458569811
0.0,3.0,2.0,16,60,3.0,breakout,14882,0.9093535815078618,13533,-0.00183103228756351,-20.142211195814113,0.4935343235055051,3233,-0.9999363940351169,-3.700418837230131,908c25da5ea0,-0.19368877430097128,3327,-4.281450167190283,39.246779305514195
0.0,3.0,2.0,16,60,4.0,dip,9200,0.8972826086956521,8255,-0.0010365772344705594,-9.128966494166717,0.5403997577225924,6872,-0.9989290672237499,-2.281535748769963,d99a6ba5bc31,-0.11942103911509744,3327,-0.646706238210557,34.97412227104909
0.0,3.0,2.0,16,60,4.0,breakout,9899,0.9067582584099404,8976,-0.0019030998176771856,-17.120055491116357,0.49019607843137253,3610,-0.9997813108321125,-3.468578057931533,d99a6ba5bc31,-0.18155367328928684,3327,-2.9012544213497167,42.37715725816484
0.0,3.0,3.0,4,15,1.0,dip,50976,0.8163449466415568,41614,-0.0017655826471216997,-44.33836894864326,0.3572355457298025,4836,-0.9999634628351914,-3.4482815147741834,0bc0ef032603,-0.1804913036658427,3327,-7.753412235917807,140.18757099667917
0.0,3.0,3.0,4,15,1.0,breakout,52920,0.8067838246409675,42695,-0.0019659110951021175,-52.45173722940509,0.310106569855955,2881,-0.999963129519317,-3.6844613894129146,0bc0ef032603,-0.19285352330786967,3327,-4.938869338239612,51.53077036661348
0.0,3.0,3.0,4,15,2.0,dip,23979,0.8202593936360982,19669,-0.001700580130555845,-27.58220795331261,0.37663328079719355,5601,-0.9999134873232525,-3.4636888400151844,e834601057c8,-0.18129775992726951,3327,-3.335093773799698,59.90626359710268
0.0,3.0,3.0,4,15,2.0,breakout,25239,0.818217837473751,20651,-0.002017956620447087,-35.661958758578514,0.3101060481332623,3705,-0.9999464587390539,-4.093317191066149,e834601057c8,-0.21425401405537994,3327,-4.782322279138102,54.916762258957284
0.0,3.0,3.0,4,15,3.0,dip,14106,0.8214943995462923,11588,-0.0017047041737809439,-20.389646332084332,0.389282015878495,5091,-0.9997828154750568,-3.098336248851381,4d6ef24a0574,-0.16217433128772385,3327,-5.056910665106186,123.60596125729894
0.0,3.0,3.0,4,15,3.0,breakout,14882,0.825964252116651,12292,-0.0020535975592338284,-26.850159130135804,0.31313049137650506,3656,-0.9999259167817023,-4.409332505730108,4d6ef24a0574,-0.2307950116153789,3327,-4.298858750791135,57.505807713453365
0.0,3.0,3.0,4,15,4.0,dip,9200,0.8376086956521739,7706,-0.0016141815444866375,-15.28764929960475,0.39579548403841164,5129,-0.9996384401281715,-3.299596250471883,cdbc783aa89a,-0.17270876123859544,3327,-0.27660081452467117,44.72616850264257
0.0,3.0,3.0,4,15,4.0,breakout,9899,0.8229114051924437,8146,-0.0019679188641218144,-20.301675174725887,0.3180702185121532,3846,-0.9997764417561235,-4.165702019749427,cdbc783aa89a,-0.21804280915192212,3327,-3.336082601191257,63.75232394728385
0.0,3.0,3.0,4,60,1.0,dip,50976,0.8958137162586315,45665,-0.0018088507752761095,-47.700503671453134,0.3534654549436111,3671,-0.9999634824500135,-3.331145365285479,90672aa870ee,-0.17436011738159357,3327,-7.119229792104932,103.59689750927429
0.0,3.0,3.0,4,60,1.0,breakout,52920,0.898790627362056,47564,-0.002012596949431224,-56.128977156586146,0.3082583466487259,2059,-0.9999632370569016,-3.685424229708903,90672aa870ee,-0.1929039206723251,3327,-6.3161779048019095,59.829374941317674
0.0,3.0,3.0,4,60,2.0,dip,23979,0.8955335918929063,21474,-0.001741821233002395,-29.601600086274495,0.372310701313216,5459,-0.9999310718504026,-3.35680978185998,eb6f86b31e6f,-0.17570345434103504,3327,-3.7875606947118587,56.88717543279816
0.0,3.0,3.0,4,60,2.0,breakout,25239,0.9038789175482388,22813,-0.002116254580296556,-38.666223434507444,0.3067110857844212,2442,-0.999962420759426,-3.9057446850166717,eb6f86b31e6f,-0.2044360203667305,3327,-5.262798366163826,62.025016580853986
0.0,3.0,3.0,4,60,3.0,dip,14106,0.8916064086204452,12577,-0.0017673965945264151,-22.12807783358905,0.3842728790649598,4939,-0.9997829992902236,-3.1885685588905286,925d90e7f135,-0.16689730625423055,3327,-5.602527906577885,132.32702971859737
0.0,3.0,3.0,4,60,3.0,breakout,14882,0.9093535815078618,13533,-0.0021504075762409356,-29.11097119723558,0.30872681593142687,2999,-0.9999423615566516,-4.100515293151982,925d90e7f135,-0.2146307799382771,3327,-5.625394765447986,65.51943523774355
0.0,3.0,3.0,4,60,4.0,dip,9200,0.8972826086956521,8255,-0.0016572606310800233,-16.34131919032909,0.3903089036947305,5279,-0.9997174854602894,-3.3992556801940372,293a5398a7b0,-0.17792517420142281,3327,-0.3918535423600676,39.96054335323173
0.0,3.0,3.0,4,60,4.0,breakout,9899,0.9067582584099404,8976,-0.002092532382154124,-22.21130491584909,0.3145053475935829,3389,-0.9998000184393341,-3.957498300663395,293a5398a7b0,-0.2071449284177339,3327,-3.8920855507745027,65.26852130760412
0.0,3.0,3.0,8,15,1.0,dip,50976,0.8163449466415568,41614,-0.00154568356499113,-32.011585129457416,0.4054164463882347,5104,-0.9999444600563303,-2.862356994259422,aa71d85bd687,-0.14982261257888005,3327,-5.592963148181778,83.50715270721574
0.0,3.0,3.0,8,15,1.0,breakout,52920,0.8067838246409675,42695,-0.0019305910111006254,-41.716280155506176,0.3684272163016747,2325,-0.9999629379273718,-3.454411385341604,aa71d85bd687,-0.18081215575557966,3327,-5.016018585369998,47.610454472475496
0.0,3.0,3.0,8,15,2.0,dip,23979,0.8202593936360982,19669,-0.0014732591913870848,-20.16841488587755,0.4220855152778484,6137,-0.9998540722693426,-2.6756331515167537,b46faf6c6c64,-0.1400490399579315,3327,-3.500964258174872,67.51198821410308
0.0,3.0,3.0,8,15,2.0,breakout,25239,0.818217837473751,20651,-0.0019454333950327315,-28.395411538757383,0.36865042855067554,3522,-0.9999478063366614,-3.691769806535598,b46faf6c6c64,-0.19323606334369772,3327,-3.8350262066443888,43.06217787540784
0.0,3.0,3.0,8,15,3.0,dip,14106,0.8214943995462923,11588,-0.0014328514450677103,-14.675275521163462,0.42897825336555057,6225,-0.9997834443709487,-2.6060517562627123,784182409a37,-0.13640698327361445,3327,-2.7436727837585346,69.8777869660791
0.0,3.0,3.0,8,15,3.0,breakout,14882,0.825964252116651,12292,-0.0019701912868139303,-21.30699345244347,0.36999674585096,3734,-0.999906848483043,-3.8330706380497803,784182409a37,-0.20063208689333895,3327,-3.1353455139406345,36.67185266586684
0.0,3.0,3.0,8,15,4.0,dip,9200,0.8376086956521739,7706,-0.001399535232598934,-11.515876244541754,0.43381780430833117,5529,-0.9994323626091813,-2.7301800859329806,a2257c60cc03,-0.14290415699567274,3327,-1.1940497224762712,31.054562303639365
0.0,3.0,3.0,8,15,4.0,breakout,9899,0.8229114051924437,8146,-0.002011337062521695,-17.80190550896766,0.3652099189786398,3576,-0.999779085055683,-3.807326619080552,a2257c60cc03,-0.1992845833541279,3327,-3.248135198851575,57.434774060253254
0.0,3.0,3.0,8,60,1.0,dip,50976,0.8958137162586315,45665,-0.0015940785967571542,-34.613908133846905,0.40175188875506407,4220,-0.9999631303488425,-2.884212751947717,4dbc5715f669,-0.15096659522091893,3327,-5.307435435615443,69.1071726645136
0.0,3.0,3.0,8,60,1.0,breakout,52920,0.898790627362056,47564,-0.001971757416055813,-44.83285909715246,0.36590698847868136,1882,-0.999963167826587,-3.7096042628550716,4dbc5715f669,-0.194169561452098,3327,-6.0078040405538315,54.72736934795011
0.0,3.0,3.0,8,60,2.0,dip,23979,0.8955335918929063,21474,-0.0015107567140629878,-21.71157928700347,0.41901834776939556,5958,-0.999902656757038,-2.67409559486017,a11ccf101027,-0.1399685605642921,3327,-3.3757860217291364,64.47314305134628
0.0,3.0,3.0,8,60,2.0,breakout,25239,0.9038789175482388,22813,-0.0020555737129989977,-31.23471473307264,0.3653618550826283,2242,-0.9999582483592866,-3.7214289982376263,a11ccf101027,-0.1947884963898508,3327,-5.0415902136376545,43.99404344078726
0.0,3.0,3.0,8,60,3.0,dip,14106,0.8916064086204452,12577,-0.0015069953759754584,-16.13421509335482,0.4255386817206011,5802,-0.9997829376907165,-2.6456794460138755,23b493d7f5b7,-0.13848119135488862,3327,-3.349880594099335,71.62935558262511
0.0,3.0,3.0,8,60,3.0,breakout,14882,0.9093535815078618,13533,-0.0020972317410269553,-23.657225385183505,0.3656986625286337,2872,-0.9999305980287954,-3.7647741606447687,23b493d7f5b7,-0.19705728588309643,3327,-3.5591721749855876,35.403678487997915
0.0,3.0,3.0,8,60,4.0,dip,9200,0.8972826086956521,8255,-0.0014358771900188077,-12.269228697470966,0.4302846759539673,5700,-0.9996240503409506,-2.8012495856158446,b8e567c8361c,-0.14662410462572562,3327,-0.8991093082783008,30.151152903596714
0.0,3.0,3.0,8,60,4.0,breakout,9899,0.9067582584099404,8976,-0.002140299478173841,-19.533625879283008,0.3627450980392157,3212,-0.9998662892796476,-3.795071642627198,b8e567c8361c,-0.19864312856948138,3327,-3.428241632257544,56.31860698756718
0.0,3.0,3.0,16,15,1.0,dip,50976,0.8163449466415568,41614,-0.0013934082848934594,-24.999571535512537,0.4374729658288076,6033,-0.9999398834143672,-2.4739712720503815,edbb71a9091d,-0.12949357475921114,3327,-4.52878744236397,65.06659836422196
0.0,3.0,3.0,16,15,1.0,breakout,52920,0.8067838246409675,42695,-0.001786393978935881,-33.049703388585485,0.4166530038646212,2840,-0.999962945809084,-3.239123359665415,edbb71a9091d,-0.16954346546696633,3327,-4.37669854351094,38.724381705393284
0.0,3.0,3.0,16,15,2.0,dip,23979,0.8202593936360982,19669,-0.0013067936051631372,-15.793227697552856,0.44643855813717015,6753,-0.9997806928986913,-2.2375760665070024,8188db5951ca,-0.11712008418250762,3327,-2.70311393907497,49.669046536447944
0.0,3.0,3.0,16,15,2.0,breakout,25239,0.818217837473751,20651,-0.0017860901040229844,-22.78969920864974,0.41780059077042275,3587,-0.9999441665620562,-3.1800135974592347,8188db5951ca,-0.16644951910723296,3327,-4.492375617408013,57.700110266100275
0.0,3.0,3.0,16,15,3.0,dip,14106,0.8214943995462923,11588,-0.0012379731752797866,-11.346097348003394,0.453572661373835,6922,-0.9996511974652545,-2.2821704874830493,8f97108c97fc,-0.1194542628577998,3327,-2.7347755794204303,57.04684062740101
0.0,3.0,3.0,16,15,3.0,breakout,14882,0.825964252116651,12292,-0.0018898719165445384,-18.102421021680087,0.4185649202733485,3650,-0.9999022040289576,-3.433431820634902,8f97108c97fc,-0.17971403515027795,3327,-2.4883261826688092,27.379997608048225
0.0,3.0,3.0,16,15,4.0,dip,9200,0.8376086956521739,7706,-0.0012665429898911507,-9.274117943706,0.45185569685958993,5684,-0.9991917206146228,-2.1931092983899783,e2ce611053d7,-0.1147925871632354,3327,-0.3095558115512577,39.069027449413205
0.0,3.0,3.0,16,15,4.0,breakout,9899,0.8229114051924437,8146,-0.001858043949514079,-14.542913278813685,0.4184876012767002,3791,-0.9997795026133637,-3.3623803667724075,e2ce611053d7,-0.1759950320816335,3327,-2.0169387048003453,29.226672854770193
0.0,3.0,3.0,16,60,1.0,dip,50976,0.8958137162586315,45665,-0.001424719861026295,-26.839249613376488,0.4356947333844301,5321,-0.9999434825280337,-2.496269758430158,4a4ca7472213,-0.13066073088008387,3327,-4.5929836471603815,53.03364489159386
0.0,3.0,3.0,16,60,1.0,breakout,52920,0.898790627362056,47564,-0.001822290896814279,-35.59017879945454,0.41493566562946765,2216,-0.999963214204243,-3.4691738806456676,4a4ca7472213,-0.18158486007550692,3327,-4.995014772095858,41.215219427516644
0.0,3.0,3.0,16,60,2.0,dip,23979,0.8955335918929063,21474,-0.0013270233409091454,-16.83279562751556,0.44602775449380644,6860,-0.9997825636422745,-2.133328618046524,c2dca74d7718,-0.11166352334318713,3327,-2.594954236884774,48.03111469696575
0.0,3.0,3.0,16,60,2.0,breakout,25239,0.9038789175482388,22813,-0.001894129530576263,-25.25658642012447,0.4144566694428615,2620,-0.9999572570377036,-3.496281976349273,c2dca74d7718,-0.18300376265422014,3327,-4.3506875913877865,38.95645738590503
0.0,3.0,3.0,16,60,3.0,dip,14106,0.8916064086204452,12577,-0.001297683556911965,-12.421928997610962,0.4520950942196072,6294,-0.9997818779112856,-2.386434283357106,635394bd3f18,-0.12491167935985421,3327,-2.7515313024538384,54.37103464292868
0.0,3.0,3.0,16,60,3.0,breakout,14882,0.9093535815078618,13533,-0.002019237793669303,-20.18152814966254,0.4140249759846302,2886,-0.9999348821673546,-3.5572390017170177,635394bd3f18,-0.18619439918696173,3327,-3.389712088757647,30.103283697160794
0.0,3.0,3.0,16,60,4.0,dip,9200,0.8972826086956521,8255,-0.0012703080347784051,-9.672968706616416,0.45136281041792853,5842,-0.9994295211757644,-2.222693234329989,934794115d59,-0.11634108114277321,3327,-0.07696837729873107,36.99821093356172
0.0,3.0,3.0,16,60,4.0,breakout,9899,0.9067582584099404,8976,-0.0020149314932009555,-16.374570491849603,0.4147727272727273,3258,-0.9998245528117053,-3.4622180434195706,934794115d59,-0.18122077491492866,3327,-2.770940035075758,36.38003228451595
0.0,3.0,4.0,4,15,1.0,dip,50976,0.8163449466415568,41614,-0.0018373500232521174,-44.98576669019324,0.3504349497765175,4014,-0.9999632832721889,-3.4291509430480707,b919bb086aa6,-0.17948996377641518,3327,-7.478042274241635,128.4380947505945
0.0,3.0,4.0,4,15,1.0,breakout,52920,0.8067838246409675,42695,-0.002036692305426764,-53.13527520531356,0.3007377913104579,2667,-0.9999631264955965,-3.6925286744399104,b919bb086aa6,-0.19327578430521802,3327,-4.603984717229422,41.37802270879761
0.0,3.0,4.0,4,15,2.0,dip,23979,0.8202593936360982,19669,-0.0017876352799796869,-28.13916746113551,0.3680410798718796,5153,-0.9999290040268638,-3.506088315179829,a1c3378c2bd9,-0.18351704988791398,3327,-4.2963322074044425,59.02359617892339
0.0,3.0,4.0,4,15,2.0,breakout,25239,0.818217837473751,20651,-0.0021078929881961305,-36.296843219679815,0.29833906348360856,3488,-0.9999569488313519,-4.379929506152158,a1c3378c2bd9,-0.22925598827787802,3327,-4.689939811010315,49.46964613981643
0.0,3.0,4.0,4,15,3.0,dip,14106,0.8214943995462923,11588,-0.0017899808969068039,-20.73236275749336,0.3796168450120815,4788,-0.9997827598653298,-3.1858283555363016,ce25a08bed4c,-0.1667538774553941,3327,-4.652440546460149,120.37365938116855
0.0,3.0,4.0,4,15,3.0,breakout,14882,0.825964252116651,12292,-0.002119677981325933,-26.90131879292462,0.3019036771884152,3535,-0.9999320000048361,-4.273463821937511,ce25a08bed4c,-0.2236833196725899,3327,-4.227982287978015,57.91029236147703
0.0,3.0,4.0,4,15,4.0,dip,9200,0.8376086956521739,7706,-0.0017116426200265466,-15.597658499547736,0.38502465611212044,4980,-0.99967283489164,-3.331342611252022,7b6be2043ac7,-0.1743704417073459,3327,-0.06130528838658169,46.29114180635531
0.0,3.0,4.0,4,15,4.0,breakout,9899,0.8229114051924437,8146,-0.0020268119938605675,-20.30934782930952,0.30616253375890007,3557,-0.9997791828768904,-4.2644036933118965,7b6be2043ac7,-0.22320909086615076,3327,-3.7509639839884605,69.51177712900956
0.0,3.0,4.0,4,60,1.0,dip,50976,0.8958137162586315,45665,-0.0018881269775155368,-48.70003570701713,0.34645789992335485,2983,-0.9999638224258186,-3.412910138013041,6ad410b74f02,-0.17863988118866936,3327,-7.352691888805982,101.44718430697509
0.0,3.0,4.0,4,60,1.0,breakout,52920,0.898790627362056,47564,-0.0020785206562747623,-56.69589497755323,0.2993019931040283,2210,-0.999963211841499,-3.6385672975302934,6ad410b74f02,-0.19045131674817795,3327,-5.690127221918578,57.014471091399045
0.0,3.0,4.0,4,60,2.0,dip,23979,0.8955335918929063,21474,-0.0018351279940153336,-30.351634326615528,0.3635093601564683,4552,-0.9999299280139663,-3.413192071734575,4f668b436f33,-0.17865463827411296,3327,-5.587963432709892,73.83347075826784
0.0,3.0,4.0,4,60,2.0,breakout,25239,0.9038789175482388,22813,-0.002200698825527928,-39.23391963557767,0.2954455792749748,2349,-0.9999628411510153,-4.024100422153004,4f668b436f33,-0.21063104278602604,3327,-5.912340461728019,64.31197314626581
0.0,3.0,4.0,4,60,3.0,dip,14106,0.8916064086204452,12577,-0.0018580073757401238,-22.59360166757997,0.3748111632344756,4565,-0.9998218422677178,-3.2548887092594847,46d0b6fe833d,-0.17036866157951971,3327,-5.167913995327362,117.3583801868484
0.0,3.0,4.0,4,60,3.0,breakout,14882,0.9093535815078618,13533,-0.002216705357285719,-29.214369119448847,0.2978644794206754,2721,-0.999933624256528,-4.117588312006901,46d0b6fe833d,-0.21552442258822688,3327,-5.291313153556439,58.68458558778889
0.0,3.0,4.0,4,60,4.0,dip,9200,0.8972826086956521,8255,-0.0017570334945496507,-16.704993397365868,0.37976983646274987,5169,-0.9997434811449705,-3.447004525197483,6cebb1a54e0f,-0.18042446297650838,3327,-0.055804089671220476,44.23471258512608
0.0,3.0,4.0,4,60,4.0,breakout,9899,0.9067582584099404,8976,-0.0021559347595714387,-22.307655583886522,0.30269607843137253,3248,-0.9998583340462652,-4.268274896817539,6cebb1a54e0f,-0.22341171891855763,3327,-4.277361407721176,69.08283298942771
0.0,3.0,4.0,8,15,1.0,dip,50976,0.8163449466415568,41614,-0.0016608594755466654,-32.8944645981082,0.38797039457874755,4429,-0.999963225432742,-3.0007048989013536,56532711fb33,-0.15706407287186172,3327,-5.758691365412564,79.34630957735988
0.0,3.0,4.0,8,15,1.0,breakout,52920,0.8067838246409675,42695,-0.002032361702332011,-42.397547857158706,0.3490338447124956,2276,-0.9999631643697043,-3.3617357777652233,56532711fb33,-0.1759612927509736,3327,-3.777965084685816,42.18933296023723
0.0,3.0,4.0,8,15,2.0,dip,23979,0.8202593936360982,19669,-0.0016240812034853957,-21.141784325263348,0.40144389648685747,5445,-0.9999018885571656,-2.765358785366208,d4d48417e2c0,-0.14474549428056896,3327,-3.727784543779128,63.18255445982197
0.0,3.0,4.0,8,15,2.0,breakout,25239,0.818217837473751,20651,-0.002060649888727268,-28.904550148419613,0.3469565638467871,3314,-0.999948009842678,-3.643730822543494,d4d48417e2c0,-0.19072158799985817,3327,-2.6702554578203492,43.25068663935743
0.0,3.0,4.0,8,15,3.0,dip,14106,0.8214943995462923,11588,-0.001600754986043207,-15.61882228807234,0.40774939592682086,5353,-0.9997830552103761,-2.7664144224945586,f13d1c007984,-0.14480074885322428,3327,-3.231558626161288,71.86012414336005
