delta_sigma,grace_min,k_dn,k_h,k_up,n_v,t_fill_min,signal,n_events,fill_rate,n_filled,mean_ret_net,t_stat,bt_n_trades,bt_total_return,bt_sharpe,bt_max_drawdown,exit_types,trial_hash,daily_sr,n_days,skew,kurt
1.0,15,2.0,4.0,2.0,2,60,dip,6725,0.574275092936803,3862,-0.0007380819285859288,-5.651615461278173,3858,-0.9486067982979536,-2.05612456433575,-0.9498432570476875,"{""sl"": 1362, ""time_maker"": 1257, ""tp"": 1040, ""time_taker"": 203}",9531cb7d32a1,-0.10762247847987126,2512,-1.5661981428208471,20.408055205950934
1.0,15,2.0,4.0,2.0,2,60,breakout,7276,0.5744914788345244,4180,-0.0012424619173654658,-10.506290815779886,3938,-0.9935459230893443,-3.7187015802844505,-0.9935478650893443,"{""time_maker"": 2092, ""sl"": 991, ""tp"": 646, ""time_taker"": 451}",88543210bd29,-0.19464573680949138,2512,-1.3508942599637908,30.947290390253382
1.0,15,2.0,4.0,2.0,4,15,dip,6725,0.37382899628252786,2514,-0.0005650273682397111,-3.0729227594480597,2514,-0.7828426018383288,-1.10636636160793,-0.7949109907391191,"{""sl"": 1045, ""tp"": 1002, ""time_maker"": 402, ""time_taker"": 65}",87500ec36d30,-0.057909862081468554,2512,-0.3421616088043791,29.75236880355408
1.0,15,2.0,4.0,2.0,4,15,breakout,7276,0.288345244639912,2098,-0.001580057245621585,-7.9311825634899185,2098,-0.9666415983748506,-2.85935132620196,-0.9666415983748506,"{""sl"": 722, ""time_maker"": 629, ""tp"": 596, ""time_taker"": 151}",4503e43f11a2,-0.14966528872241597,2512,-2.7556980422646213,55.02036444118765
1.0,15,2.0,4.0,2.0,4,60,dip,6725,0.574275092936803,3862,-0.0006203119848475503,-4.322737201639986,3858,-0.9211421255889961,-1.56822495977845,-0.9231477198283298,"{""sl"": 1584, ""tp"": 1443, ""time_maker"": 702, ""time_taker"": 133}",a3b5e3df5591,-0.08208464599511164,2513,-0.8985599300626725,21.82827292287618
1.0,15,2.0,4.0,2.0,4,60,breakout,7276,0.5744914788345244,4180,-0.0014282585129186932,-10.694906518895477,3938,-0.9969613693566479,-3.7996983721558952,-0.996970895679896,"{""time_maker"": 1419, ""sl"": 1362, ""tp"": 1049, ""time_taker"": 350}",b889f8246efa,-0.19888530266134885,2512,-1.7408847824626976,30.496098639418463
1.0,15,4.0,2.0,0.5,1,15,dip,17573,0.313549194787458,5510,-0.0006286894534434912,-8.263510949126372,5253,-0.971597126134333,-3.019622418659802,-0.9768425162530981,"{""tp"": 3636, ""time_maker"": 1293, ""sl"": 439, ""time_taker"": 142}",4958802d679f,-0.1580542611116262,2512,-4.378368896159001,52.15324210999777
1.0,15,4.0,2.0,0.5,1,15,breakout,18589,0.24955618914411748,4639,-0.0006542647565483074,-8.064662259178753,4638,-0.9552384450026035,-2.9558948284049773,-0.9573305003810473,"{""tp"": 2671, ""time_maker"": 1424, ""time_taker"": 358, ""sl"": 186}",900009697ab3,-0.154718606584786,2512,-3.127027732413442,32.82864765645275
1.0,15,4.0,2.0,0.5,1,60,dip,17573,0.5342855516986286,9389,-0.0008345459737425964,-14.133508035676071,8524,-0.9990512056834374,-4.512271081389175,-0.9990512056834374,"{""tp"": 5698, ""time_maker"": 2606, ""sl"": 704, ""time_taker"": 381}",7eec5da56185,-0.23618306292111074,2512,-4.694287647676826,57.16080996570751
1.0,15,4.0,2.0,0.5,1,60,breakout,18589,0.5426327397923503,10087,-0.0007807249324146206,-15.084573444670472,8636,-0.9985107944367367,-4.713486379561425,-0.9985120074832042,"{""tp"": 5129, ""time_maker"": 3681, ""time_taker"": 882, ""sl"": 395}",853e6e457a9a,-0.24671515298655858,2512,-2.6361391276010333,26.524861816447398
1.0,15,4.0,2.0,0.5,2,15,dip,17573,0.313549194787458,5510,-0.000547666092493865,-6.858014606462028,5176,-0.9533352956471702,-2.4476316911303493,-0.9671588635296023,"{""tp"": 4102, ""time_maker"": 737, ""sl"": 547, ""time_taker"": 124}",d4e93a3267c7,-0.12811489808275658,2512,-3.458268377778465,38.5551932662595
1.0,15,4.0,2.0,0.5,2,15,breakout,18589,0.24955618914411748,4639,-0.0006201533455330203,-7.184247233862676,4637,-0.9481477639864766,-2.605202663178874,-0.9484026047578324,"{""tp"": 3092, ""time_maker"": 1047, ""sl"": 254, ""time_taker"": 246}",178f13b7ca66,-0.13636253971035575,2512,-2.9157919356120074,32.86225994521251
1.0,15,4.0,2.0,0.5,2,60,dip,17573,0.5342855516986286,9389,-0.0007335568638728631,-11.781783419134248,8319,-0.9976472969844934,-3.7215281487118164,-0.9976511705844935,"{""tp"": 6595, ""time_maker"": 1593, ""sl"": 892, ""time_taker"": 309}",060fb2601b35,-0.19479368616286352,2512,-3.592358146505114,41.75832286673964
1.0,15,4.0,2.0,0.5,2,60,breakout,18589,0.5426327397923503,10087,-0.0007278259750502773,-12.997371247453966,8632,-0.9978366650649875,-4.13669585589955,-0.9978384272299067,"{""tp"": 6246, ""time_maker"": 2663, ""time_taker"": 629, ""sl"": 549}",640af3f85c1d,-0.2165245571457624,2512,-2.5979201808147323,27.133247389677013
1.0,15,4.0,2.0,0.5,4,15,dip,17573,0.313549194787458,5510,-0.0005427588767559953,-6.379478839587682,5140,-0.9528167091762453,-2.3106331810458176,-0.9642960009015749,"{""tp"": 4397, ""sl"": 673, ""time_maker"": 362, ""time_taker"": 78}",bce693951915,-0.12094406832901053,2512,-3.2111366584202923,33.071309274690854
1.0,15,4.0,2.0,0.5,4,15,breakout,18589,0.24955618914411748,4639,-0.0005927590728056415,-6.425956841036357,4632,-0.9421064116534069,-2.4283482382749946,-0.9556625130354438,"{""tp"": 3432, ""time_maker"": 661, ""sl"": 358, ""time_taker"": 188}",8af689745755,-0.12710555602929327,2512,-1.8185681616399965,19.15111561530044
1.0,15,4.0,2.0,0.5,4,60,dip,17573,0.5342855516986286,9389,-0.0006803590219425565,-10.244726892796628,8224,-0.9967249009052884,-3.2987657013593736,-0.9967310954052884,"{""tp"": 7265, ""sl"": 1109, ""time_maker"": 834, ""time_taker"": 181}",c23b37530be6,-0.1726652883111581,2512,-3.1737827455539627,32.67087488135551
1.0,15,4.0,2.0,0.5,4,60,breakout,18589,0.5426327397923503,10087,-0.0007282103648105208,-11.79269261327744,8624,-0.9981248359498486,-3.99422531426963,-0.9981263633824496,"{""tp"": 7168, ""time_maker"": 1646, ""sl"": 783, ""time_taker"": 490}",339bd8b72751,-0.20906730817041388,2512,-2.02537889726327,17.854954489168176
1.0,15,4.0,2.0,1.0,1,15,dip,17573,0.313549194787458,5510,-0.0005026196878291596,-5.414559852924687,5198,-0.9462235644888609,-2.0444305648902485,-0.9690230538310843,"{""tp"": 2506, ""time_maker"": 2245, ""sl"": 517, ""time_taker"": 242}",893eabc63c7b,-0.10701038657381803,2512,-3.086499854985569,36.18277884738425
1.0,15,4.0,2.0,1.0,1,15,breakout,18589,0.24955618914411748,4639,-0.0007229891666341608,-7.505866434465848,4638,-0.9683304698003081,-2.7494722812666033,-0.9694617460178253,"{""time_maker"": 2390, ""tp"": 1535, ""time_taker"": 488, ""sl"": 226}",777ed502154b,-0.1439139566513629,2512,-1.8905204733263385,39.2874384922768
1.0,15,4.0,2.0,1.0,1,60,dip,17573,0.5342855516986286,9389,-0.0007400119997189299,-10.610351182599288,8394,-0.9982024743855442,-3.470709245144074,-0.9982024743855442,"{""time_maker"": 4267, ""tp"": 3709, ""sl"": 813, ""time_taker"": 600}",f2738aba5e71,-0.1816652247263431,2512,-3.6302841562119696,44.04966529457505
1.0,15,4.0,2.0,1.0,1,60,breakout,18589,0.5426327397923503,10087,-0.0007830690622989821,-13.111868167159281,8636,-0.9986045089917033,-4.117168183484726,-0.9986067686258812,"{""time_maker"": 5655, ""tp"": 2809, ""time_taker"": 1174, ""sl"": 449}",6bd0f5a554fb,-0.21550243205632,2512,-1.6955516835273585,29.627603773166467
1.0,15,4.0,2.0,1.0,2,15,dip,17573,0.313549194787458,5510,-0.0003718114629943613,-3.708980885304816,5084,-0.8953614829360044,-1.419893706632234,-0.9564296037359059,"{""tp"": 3180, ""time_maker"": 1427, ""sl"": 670, ""time_taker"": 233}",45f46eac6150,-0.07432063335866021,2512,-1.9244484864499831,24.66677696417109
1.0,15,4.0,2.0,1.0,2,15,breakout,18589,0.24955618914411748,4639,-0.0006582411869944198,-6.215948008988025,4637,-0.9583618924572093,-2.2654157104565913,-0.9634683162775944,"{""tp"": 2095, ""time_maker"": 1843, ""time_taker"": 386, ""sl"": 315}",68026cc8ecea,-0.11857727774646849,2512,-1.8077102328015406,32.025514194171016
1.0,15,4.0,2.0,1.0,2,60,dip,17573,0.5342855516986286,9389,-0.0005898979614156776,-7.731229615029641,8105,-0.9924546160047094,-2.480862664785919,-0.9946191644447491,"{""tp"": 4925, ""time_maker"": 2873, ""sl"": 1077, ""time_taker"": 514}",490a2a7ccf52,-0.12985428674098562,2512,-2.0053168546933358,29.549228197397206
1.0,15,4.0,2.0,1.0,2,60,breakout,18589,0.5426327397923503,10087,-0.0007093824589927718,-10.639961562939837,8629,-0.997780122136472,-3.4989004666587635,-0.9977837166504182,"{""time_maker"": 4405, ""tp"": 4056, ""time_taker"": 987, ""sl"": 639}",df377c3f2730,-0.18314082070112594,2512,-1.537174942149265,25.992600994583515
1.0,15,4.0,2.0,1.0,4,15,dip,17573,0.313549194787458,5510,-0.00036133437174714754,-3.2679996561374116,5007,-0.8859813911417594,-1.2166650350379256,-0.9527400502100796,"{""tp"": 3675, ""sl"": 880, ""time_maker"": 793, ""time_taker"": 162}",9acbc8a616d9,-0.06368315851179109,2512,-2.6565600426353146,40.23905974930272
1.0,15,4.0,2.0,1.0,4,15,breakout,18589,0.24955618914411748,4639,-0.0006628544236617628,-5.5434063763643415,4626,-0.960430271004453,-2.056495281808696,-0.9736781942155677,"{""tp"": 2621, ""time_maker"": 1258, ""sl"": 459, ""time_taker"": 301}",06b84a9381dd,-0.10764188271925747,2512,-1.4030005446656413,31.385213982948994
1.0,15,4.0,2.0,1.0,4,60,dip,17573,0.5342855516986286,9389,-0.0005023872312969198,-5.991952762879772,7914,-0.987490427652424,-1.95424193694555,-0.9919170609844192,"{""tp"": 5970, ""time_maker"": 1648, ""sl"": 1424, ""time_taker"": 347}",0afe8b71b39f,-0.10228969803263369,2513,-2.329931833472677,38.80724650441016
1.0,15,4.0,2.0,1.0,4,60,breakout,18589,0.5426327397923503,10087,-0.0007584759128175012,-9.924675055432134,8607,-0.9985461429829803,-3.4091116476656618,-0.998889073748447,"{""tp"": 5324, ""time_maker"": 3016, ""sl"": 955, ""time_taker"": 792}",c1ec4d9dc4dc,-0.17844105911691474,2512,-0.8509782498444435,15.010093683826177
1.0,15,4.0,2.0,2.0,1,15,dip,17573,0.313549194787458,5510,-0.0004089854215062711,-3.7483692742585215,5173,-0.9236051011428655,-1.6611786985392982,-0.9608227124814305,"{""time_maker"": 3555, ""tp"": 988, ""sl"": 559, ""time_taker"": 408}",92954d7eca39,-0.08695006705127456,2512,-2.215426830101631,26.165525049291542
1.0,15,4.0,2.0,2.0,1,15,breakout,18589,0.24955618914411748,4639,-0.00101174096739006,-8.928390487675728,4637,-0.9918443970378586,-3.187946780155974,-0.9918443970378586,"{""time_maker"": 3243, ""time_taker"": 618, ""tp"": 528, ""sl"": 250}",be881ae87024,-0.1668647608678082,2512,-3.7624786942189914,54.86376560513507
1.0,15,4.0,2.0,2.0,1,60,dip,17573,0.5342855516986286,9389,-0.0006607418582380417,-8.262288678740662,8329,-0.9971891321577694,-2.989631408056829,-0.9971926113577694,"{""time_maker"": 6299, ""tp"": 1355, ""sl"": 872, ""time_taker"": 863}",a4b40fbc6760,-0.15648445987040094,2512,-2.187375405795229,29.53981758307691
1.0,15,4.0,2.0,2.0,1,60,breakout,18589,0.5426327397923503,10087,-0.0009785734174271787,-14.429773342321639,8388,-0.9995518667917119,-4.491437854817537,-0.9995523294917119,"{""time_maker"": 7277, ""time_taker"": 1449, ""tp"": 872, ""sl"": 489}",b68a615e8cb4,-0.23509260200387702,2512,-2.323755536967306,26.877254172638906
1.0,15,4.0,2.0,2.0,2,15,dip,17573,0.313549194787458,5510,-0.000252574332257138,-2.0423096625050934,5024,-0.8611496594347776,-1.0477817202205983,-0.9424437676278322,"{""time_maker"": 2708, ""tp"": 1600, ""sl"": 766, ""time_taker"": 436}",d31e17f957a3,-0.054843401801618744,2512,-1.4934005458629955,22.407943063947112
1.0,15,4.0,2.0,2.0,2,15,breakout,18589,0.24955618914411748,4639,-0.0009439464372127512,-7.315850807568347,4633,-0.9894877727471333,-2.6800417878120926,-0.9894877727471333,"{""time_maker"": 2829, ""tp"": 900, ""time_taker"": 553, ""sl"": 357}",521293310bbd,-0.14027979852822947,2512,-2.651834928514096,40.93012279277606
1.0,15,4.0,2.0,2.0,2,60,dip,17573,0.5342855516986286,9389,-0.00044572195638376846,-4.866772451965592,7968,-0.9869514543391427,-1.9355811844558488,-0.9930988569832387,"{""time_maker"": 4984, ""tp"": 2349, ""sl"": 1205, ""time_taker"": 851}",6224538e4878,-0.10131294960596925,2512,-1.276596312865645,24.177927985363223
1.0,15,4.0,2.0,2.0,2,60,breakout,18589,0.5426327397923503,10087,-0.0009183846487485582,-11.694719915985498,8437,-0.9994599128510792,-3.914852587675217,-0.9994599128510792,"{""time_maker"": 6462, ""tp"": 1570, ""time_taker"": 1337, ""sl"": 718}",f4774359deb8,-0.20491274978034107,2512,-1.7518376151601798,22.901367368863724
1.0,15,4.0,2.0,2.0,4,15,dip,17573,0.313549194787458,5510,-0.00015733980707546857,-1.1168589524050385,4878,-0.8219196703010874,-0.7055204870587841,-0.9537372734460761,"{""tp"": 2286, ""time_maker"": 1825, ""sl"": 1062, ""time_taker"": 337}",9fc77ebf47a1,-0.03692863008040669,2512,-1.0155649023501205,33.3245145462048
1.0,15,4.0,2.0,2.0,4,15,breakout,18589,0.24955618914411748,4639,-0.0009519365137193537,-6.338561071456867,4603,-0.9903624924672438,-2.406467776602083,-0.9903638739235606,"{""time_maker"": 2165, ""tp"": 1437, ""sl"": 543, ""time_taker"": 494}",9dd3c2c593e4,-0.12596028032160125,2512,-2.9496353497174725,46.07673280401741
1.0,15,4.0,2.0,2.0,4,60,dip,17573,0.5342855516986286,9389,-0.00031262434092594053,-3.00158712592354,7637,-0.9809699864404655,-1.3964955157822532,-0.9943947427532409,"{""time_maker"": 3527, ""tp"": 3493, ""sl"": 1673, ""time_taker"": 696}",6b182eda2920,-0.07309591607503907,2513,-0.8631647835301356,33.83792825408783
1.0,15,4.0,2.0,2.0,4,60,breakout,18589,0.5426327397923503,10087,-0.0010072174301198578,-10.845822034426957,7920,-0.9996409982135683,-3.455792431321155,-0.9996409982135683,"{""time_maker"": 5067, ""tp"": 2685, ""time_taker"": 1221, ""sl"": 1114}",99e831c933e5,-0.18088444300596906,2512,-2.6674361461024167,36.439570220903526
1.0,15,4.0,4.0,0.5,1,15,dip,6725,0.37382899628252786,2514,-0.000587055145495344,-5.017619462760371,2513,-0.7814729666393214,-1.7693952669525421,-0.783944877607167,"{""tp"": 1739, ""time_maker"": 521, ""sl"": 206, ""time_taker"": 48}",215b47f82fba,-0.09261438112408579,2512,-7.339325462382766,131.60845571441294
1.0,15,4.0,4.0,0.5,1,15,breakout,7276,0.288345244639912,2098,-0.0006953906534951543,-5.454326048028095,2098,-0.775852157366574,-2.004384844555719,-0.7766841152237668,"{""tp"": 1207, ""time_maker"": 652, ""time_taker"": 143, ""sl"": 96}",81f24b268e6d,-0.10491429777177302,2512,-6.273869758360908,80.66300802250937
1.0,15,4.0,4.0,0.5,1,60,dip,6725,0.574275092936803,3862,-0.0008301377780625542,-8.64441923272922,3847,-0.959944772977027,-2.9293409567096695,-0.959952481377027,"{""tp"": 2490, ""time_maker"": 933, ""sl"": 329, ""time_taker"": 110}",ad0c21031406,-0.15332871341651447,2512,-7.500973172924485,137.5611697094829
1.0,15,4.0,4.0,0.5,1,60,breakout,7276,0.5744914788345244,4180,-0.0007960110515994458,-9.269205839867102,3938,-0.9666202126860601,-3.2750591539388894,-0.9666487818828229,"{""tp"": 2181, ""time_maker"": 1467, ""time_taker"": 352, ""sl"": 180}",5521ee55d0fd,-0.17142443090696802,2512,-5.457477423549596,70.86311941875817
1.0,15,4.0,4.0,0.5,2,15,dip,6725,0.37382899628252786,2514,-0.0005111697879845906,-4.177304843115475,2507,-0.7396058844349478,-1.5198762556029082,-0.7425513830322099,"{""tp"": 1928, ""time_maker"": 280, ""sl"": 254, ""time_taker"": 52}",0c755bc2188a,-0.07955395915594005,2512,-6.586362242712753,116.43437008620006
1.0,15,4.0,4.0,0.5,2,15,breakout,7276,0.288345244639912,2098,-0.000667453071508062,-4.927292641516152,2098,-0.7634249219767228,-1.7651501920815977,-0.7648012893927797,"{""tp"": 1413, ""time_maker"": 444, ""sl"": 124, ""time_taker"": 117}",46ea1554ae1c,-0.09239218375002191,2512,-5.956618575976987,77.01787328150036
1.0,15,4.0,4.0,0.5,2,60,dip,6725,0.574275092936803,3862,-0.000716736897443833,-7.186644408954824,3827,-0.9373160314737915,-2.5235122195057715,-0.9374225690737915,"{""tp"": 2844, ""time_maker"": 502, ""sl"": 407, ""time_taker"": 109}",f1b03464a2fa,-0.13208666646380474,2512,-5.668501681322014,90.65261622997569
1.0,15,4.0,4.0,0.5,2,60,breakout,7276,0.5744914788345244,4180,-0.0007412235759838605,-8.033095757825828,3938,-0.957286535832024,-2.788004098688633,-0.957361935160163,"{""tp"": 2646, ""time_maker"": 1033, ""time_taker"": 260, ""sl"": 241}",9d026be54db3,-0.14593080415331977,2512,-5.363156423089085,70.23143100002083
1.0,15,4.0,4.0,0.5,4,15,dip,6725,0.37382899628252786,2514,-0.0004455579747946179,-3.5508253946346513,2497,-0.6867715297132431,-1.2628574744806293,-0.6903146743724459,"{""tp"": 2044, ""sl"": 299, ""time_maker"": 137, ""time_taker"": 34}",8745858a4edf,-0.06610098129650217,2512,-6.114338062308931,105.1354022652028
1.0,15,4.0,4.0,0.5,4,15,breakout,7276,0.288345244639912,2098,-0.0006474741142794117,-4.592386651462963,2098,-0.7541325607881448,-1.677054355071738,-0.7561727423984821,"{""tp"": 1553, ""time_maker"": 291, ""sl"": 160, ""time_taker"": 94}",8a6da742aa22,-0.08778103689286502,2512,-5.400264550769296,66.97145583453158
1.0,15,4.0,4.0,0.5,4,60,dip,6725,0.574275092936803,3862,-0.0006394918964495839,-6.091035432569107,3806,-0.9156571037056087,-2.0900504985354273,-0.9158005197056087,"{""tp"": 3058, ""sl"": 479, ""time_maker"": 261, ""time_taker"": 64}",ea126b41f963,-0.10939824303550451,2512,-7.072512355285147,135.88329575785517
1.0,15,4.0,4.0,0.5,4,60,breakout,7276,0.5744914788345244,4180,-0.0006992135873161523,-7.23936253714737,3938,-0.9492294620828969,-2.586256997759944,-0.9500593049580323,"{""tp"": 2994, ""time_maker"": 671, ""sl"": 310, ""time_taker"": 205}",a9260b071300,-0.13537087825938995,2512,-4.09133532013192,42.25464150742994
1.0,15,4.0,4.0,1.0,1,15,dip,6725,0.37382899628252786,2514,-0.0005460363678362317,-3.741234582301615,2512,-0.7642867119005654,-1.3447810506089015,-0.7667241557130434,"{""tp"": 1251, ""time_maker"": 929, ""sl"": 246, ""time_taker"": 88}",084420f141fa,-0.07038905725347,2512,-5.1969735840439455,72.71517469724593
1.0,15,4.0,4.0,1.0,1,15,breakout,7276,0.288345244639912,2098,-0.0007560011263029028,-5.077873701100078,2098,-0.8051890211113155,-1.9481541596599778,-0.8055044667455042,"{""time_maker"": 1051, ""tp"": 724, ""time_taker"": 204, ""sl"": 119}",50a3a00e3a0d,-0.10197104920596671,2512,-4.022619397393585,53.98775804178119
1.0,15,4.0,4.0,1.0,1,60,dip,6725,0.574275092936803,3862,-0.0007945905060413862,-6.847960905276073,3845,-0.9557594569567666,-2.312186207670901,-0.9557679815567666,"{""tp"": 1714, ""time_maker"": 1585, ""sl"": 385, ""time_taker"": 178}",8bd2e70a6701,-0.12102535745780936,2512,-5.447565252847572,77.53028392155441
1.0,15,4.0,4.0,1.0,1,60,breakout,7276,0.5744914788345244,4180,-0.0007693268831726488,-7.748945388760849,3938,-0.9592167397321699,-2.7775102291424942,-0.9592844565755069,"{""time_maker"": 2236, ""tp"": 1250, ""time_taker"": 483, ""sl"": 211}",2c84d2de5101,-0.14538152991722078,2512,-3.7491524310576496,51.47685625685968
1.0,15,4.0,4.0,1.0,2,15,dip,6725,0.37382899628252786,2514,-0.00039782231185407077,-2.529342817696477,2504,-0.6598485779424141,-0.9126771329899355,-0.6745786807427282,"{""tp"": 1548, ""time_maker"": 549, ""sl"": 323, ""time_taker"": 94}",4d7e46b6d56d,-0.04777170450079822,2512,-4.423387711750331,69.1714391436388
1.0,15,4.0,4.0,1.0,2,15,breakout,7276,0.288345244639912,2098,-0.0006323076127906631,-3.869001535999048,2098,-0.7500040713444418,-1.4171344795219831,-0.7583438590700674,"{""tp"": 972, ""time_maker"": 788, ""time_taker"": 182, ""sl"": 156}",47a2a8b728a7,-0.07417620881092374,2512,-2.6332346610020396,51.23382630199598
1.0,15,4.0,4.0,1.0,2,60,dip,6725,0.574275092936803,3862,-0.0005843523412238287,-4.6683352574584935,3817,-0.9009406471315874,-1.6173636790130843,-0.9011522101315873,"{""tp"": 2234, ""time_maker"": 939, ""sl"": 503, ""time_taker"": 186}",bf448d215586,-0.0846566841123968,2512,-4.4097965507885215,61.47793875379932
1.0,15,4.0,4.0,1.0,2,60,breakout,7276,0.5744914788345244,4180,-0.0006158089351003539,-5.639445091034792,3938,-0.9235676554538796,-1.9440684892402493,-0.9237160411901335,"{""tp"": 1779, ""time_maker"": 1712, ""time_taker"": 406, ""sl"": 283}",d0710c77f0cd,-0.1017571954422162,2512,-2.6852058533763237,50.76900098811015
1.0,15,4.0,4.0,1.0,4,15,dip,6725,0.37382899628252786,2514,-0.0003201359481172725,-1.9119771073370377,2489,-0.5951285865318554,-0.7124049201817395,-0.6551623360319713,"{""tp"": 1750, ""sl"": 403, ""time_maker"": 292, ""time_taker"": 69}",7bb012d638ac,-0.03728897777940942,2512,-3.7300406792598455,59.36914454452617
1.0,15,4.0,4.0,1.0,4,15,breakout,7276,0.288345244639912,2098,-0.0007483117336862235,-4.100949610823347,2098,-0.8068991721572153,-1.5226548577847778,-0.8125701907844979,"{""tp"": 1185, ""time_maker"": 550, ""sl"": 206, ""time_taker"": 157}",d1272ce40ccf,-0.07969939784127525,2512,-2.9670368018668243,45.77216738319733
1.0,15,4.0,4.0,1.0,4,60,dip,6725,0.574275092936803,3862,-0.0004351245952200288,-3.228073778693558,3785,-0.826642376039747,-1.1085680583182362,-0.8269490628397471,"{""tp"": 2616, ""sl"": 622, ""time_maker"": 504, ""time_taker"": 120}",3710b852eb07,-0.058025104154314805,2513,-4.732519350433799,79.96754720998157
1.0,15,4.0,4.0,1.0,4,60,breakout,7276,0.5744914788345244,4180,-0.0006689913811055164,-5.561161131188478,3938,-0.9387404369573119,-1.9188762619852247,-0.9393321204194669,"{""tp"": 2246, ""time_maker"": 1198, ""sl"": 379, ""time_taker"": 357}",60f60e7e238b,-0.1004385740013553,2512,-2.9201817470688605,49.06497561461431
1.0,15,4.0,4.0,2.0,1,15,dip,6725,0.37382899628252786,2514,-0.00034449510438592905,-2.015918073790812,2511,-0.6203997504573603,-0.7539448713147798,-0.62913881332267,"{""time_maker"": 1530, ""tp"": 545, ""sl"": 269, ""time_taker"": 170}",4b5f2ece3580,-0.039463278196035595,2512,-2.53416174869367,40.59891723647323
1.0,15,4.0,4.0,2.0,1,15,breakout,7276,0.288345244639912,2098,-0.001222994680988189,-6.85098589602847,2098,-0.9284246222987315,-2.5203594985877333,-0.9284246222987315,"{""time_maker"": 1466, ""time_taker"": 253, ""tp"": 244, ""sl"": 135}",5fc1cc80b6a0,-0.13192164550882957,2512,-4.40404414230819,66.01859333252689
1.0,15,4.0,4.0,2.0,1,60,dip,6725,0.574275092936803,3862,-0.0006527206437886302,-4.908469164383952,3842,-0.9267344577887447,-1.7030087226509438,-0.9267486829887447,"{""time_maker"": 2454, ""tp"": 699, ""sl"": 416, ""time_taker"": 293}",d561a80c575e,-0.08913955058153064,2512,-3.667370106484611,53.60640624167284
1.0,15,4.0,4.0,2.0,1,60,breakout,7276,0.5744914788345244,4180,-0.0010914031059071493,-9.273477117195034,3938,-0.9882060726887998,-3.4233209098309754,-0.9882065495887998,"{""time_maker"": 2970, ""time_taker"": 584, ""tp"": 391, ""sl"": 235}",fbfb17247236,-0.17918480589088284,2512,-3.458598402388657,47.69932456356014
1.0,15,4.0,4.0,2.0,2,15,dip,6725,0.37382899628252786,2514,-0.00010669637395170476,-0.5529012316478854,2502,-0.325353964865871,-0.20497316169733565,-0.5906070082768,"{""time_maker"": 1128, ""tp"": 850, ""sl"": 372, ""time_taker"": 164}",29b607872651,-0.010728785632133758,2512,-2.1476025915480954,36.2800162166843
1.0,15,4.0,4.0,2.0,2,15,breakout,7276,0.288345244639912,2098,-0.0010127976438875585,-5.076956367698191,2098,-0.8906988410155869,-1.849894949404966,-0.8906988410155869,"{""time_maker"": 1224, ""tp"": 425, ""time_taker"": 269, ""sl"": 180}",b37fe4461d91,-0.09682792707973722,2512,-2.781298830394255,58.95038487157326
1.0,15,4.0,4.0,2.0,2,60,dip,6725,0.574275092936803,3862,-0.0003406217321189044,-2.260928508530921,3811,-0.7650977697771023,-0.8143098990969087,-0.7743211762990261,"{""time_maker"": 1821, ""tp"": 1164, ""sl"": 568, ""time_taker"": 309}",92e2aa6bb22e,-0.04262292815893451,2512,-2.472312251649547,35.45186224999699
1.0,15,4.0,4.0,2.0,2,60,breakout,7276,0.5744914788345244,4180,-0.0009706155538964595,-7.376247367380841,3938,-0.9836670799227368,-2.7929833875685666,-0.9836723233227369,"{""time_maker"": 2581, ""tp"": 683, ""time_taker"": 593, ""sl"": 323}",d21edfc4ae2c,-0.14619143204504423,2512,-2.3977310832619105,40.76335952136463
1.0,15,4.0,4.0,2.0,4,15,dip,6725,0.37382899628252786,2514,7.313824224056676e-05,0.33995190408663967,2483,-0.004990603508289171,0.10283023786832449,-0.6214214676596166,"{""tp"": 1159, ""time_maker"": 728, ""sl"": 497, ""time_taker"": 130}",96abf93360e5,0.005382380646592314,2512,-1.010706213020801,34.64347859263563
1.0,15,4.0,4.0,2.0,4,15,breakout,7276,0.288345244639912,2098,-0.0011755319790179683,-5.118828679422807,2098,-0.9245080684212422,-1.9514452861377474,-0.9245080684212422,"{""time_maker"": 962, ""tp"": 645, ""sl"": 247, ""time_taker"": 244}",75d4980bae87,-0.10214331463904018,2512,-2.7067235807240344,40.75148942077816
